Noun,Verb,Adjective,Exclamation 
이상,,,
이유나,,,
개,,,
나소,,,
체전,,,
대학,,,
무자격,,,
입학,,,
특혜,,,
겨,,,
이대,,,
수준,,,
붕어,,,
대가리,,,
농땡,,,
수준,,,
건가,,,
운동,,,
체육,,,
특혜,,,
총장,,,
사퇴,,,
상식,,,
불가,,,
정권,,,
택,,,
헬조선,,,
양심,,,
고로,,,
상태,,,
지속,,,
이,,,
나라,,,
반드시,,,
수,,,
정치권,,,
말,,,
가부,,,
사퇴,,,
게,,,
지경,,,
뭔가,,,
하니,,,
사퇴,,,
듯,,,
그냥,,,
정권,,,
교체,,,
닭년,,,
필,,,
로,,,
쓰레기,,,
대거,,,
감방,,,
방법,,,
검찰,,,
경찰,,,
쓰레기,,,
닭년,,,
개임,,,
이대,,,
급,,,
겸상,,,
못하겟,,,
이화여대,,,
흙,,,
수저,,,
아우성,,,
금수,,,
저,,,
변명,,,
결백,,,
나훈아,,,
상식,,,
납득,,,
만,,,
수준,,,
그냥,,,
여대,,,
게,,,
바로,,,
창조경제,,,
깔깔,,,
깔깔,,,
술,,,
운전,,,
집,,,
음주운전,,,
네,,,
노력,,,
네,,,
좀,,,
구역질,,,
포기,,,
사퇴,,,
총장,,,
손바닥,,,
하늘,,,
사퇴,,,
또,,,
다른,,,
위층,,,
자녀,,,
및,,,
사모님,,,
특혜,,,
입학,,,
책임,,,
지고,,,
사퇴,,,
정도,,,
관,,,
진짜,,,
뻔,,,
인정,,,
실언,,,
감옥,,,
변,,,
사체,,,
자기,,,
보호,,,
일지,,,
미래,,,
라이프,,,
찰일,,,
당신,,,
교수,,,
당신,,,
교수,,,
고,,,
웃기,,,
너,,,
인간,,,
특혜,,,
너희,,,
자식,,,
절대,,,
엄마,,,
말,,,
피,,,
저런,,,
사기꾼,,,
모든,,,
정황,,,
증거,,,
본인,,,
친,,,
매우,,,
허심,,,
탄회,,,
도처,,,
학생,,,
개,,,
돼지,,,
부,,,
럴,,,
총장,,,
거짓말,,,
해도,,,
뒤,,,
검찰,,,
무혐의,,,
처리,,,
약속,,,
맘껏,,,
댁,,,
거짓말,,,
잘해야,,,
장관,,,
화이팅,,,
최,,,
장관,,,
정말,,,
교수,,,
시,,,
저,,,
교수,,,
정말,,,
번,,,
대화,,,
좀,,,
보고,,,
경희,,,
실,,,
남편,,,
윤회,,,
너,,,
말,,,
경악,,,
금,,,
도대체,,,
어디,,,
거짓말,,,
자식,,,
씨,,,
연아,,,
이상,,,
여러,,,
증거,,,
거,,,
총장,,,
작자,,,
또,,,
라이,,,
이대,,,
논란,,,
학교,,,
왜,,,
왜,,,
이미지,,,
학교,,,
왜,,,
학교,,,
구지,,,
넌,,,
정신,,,
못,,,
군,,,
학교,,,
명예,,,
총장,,,
하나로,,,
이미지,,,
사실,,,
공개,,,
교육자,,,
야합,,,
제자,,,
보고,,,
랄,,,
풍년,,,
박근혜,,,
임기,,,
꼭,,,
꼭,,,
응분,,,
댓,,,
치루길,,,
줄줄이,,,
사탕,,,
친위대,,,
꼭,,,
돈,,,
기호,,,
테,,,
검사,,,
실,,,
대체,,,
누구,,,
순심이,,,
진실,,,
복실,,,
새누리,,,
성향,,,
인물,,,
철판,,,
기본,,,
장착,,,
이,,,
특혜,,,
뭐,,,
특혜,,,
이대,,,
수준,,,
원래,,,
정도,,,
수업,,,
학점,,,
학교,,,
지방,,,
전문대,,,
열,,,
최경희,,,
씨,,,
그게,,,
보편,,,
타당,,,
특혜,,,
혜택,,,
학생,,,
리스트,,,
증명,,,
일만,,,
학생,,,
학생,,,
명,,,
얼굴,,,
자격,,,
사람,,,
리포트,,,
맞춤법,,,
개차반,,,
학교,,,
안나,,,
학점,,,
거저,,,
교수,,,
멋대로,,,
특혜,,,
완전,,,
철판,,,
저,,,
여,,,
자,,,
개콘,,,
찜,,,
정말,,,
이,,,
사회,,,
비리,,,
쩌,,,
방산,,,
비리,,,
특혜,,,
비리,,,
이,,,
정권,,,
비리,,,
생각,,,
국민,,,
개돼지,,,
보이,,,
말장난,,,
코너링,,,
대통령,,,
운전,,,
그냥,,,
사람,,,
사람,,,
이대,,,
수준,,,
정말,,,
총장,,,
아주,,,
정치,,,
사람,,,
말,,,
기자,,,
등,,,
총장,,,
눈,,,
왜달,,,
증거,,,
아가리,,,
친구,,,
똥,,,
녕,,,
거,,,
말,,,
방구,,,
맙시,,,
특혜,,,
정황,,,
불법,,,
증거,,,
고로,,,
특혜,,,
말,,,
총장,,,
개인,,,
생각,,,
일,,,
뿐,,,
불법,,,
결정,,,
증거,,,
다만,,,
총장,,,
인정,,,
뿐,,,
일반,,,
학생,,,
수십,,,
항의,,,
바로,,,
경찰,,,
집,,,
자제,,,
모시,,,
우리나라,,,
민주공화국,,,
왕,,,
정일,,,
이제,,,
이화여대,,,
돈,,,
권력,,,
앗,,,
학점,,,
겄,,,
허심,,,
탄회,,,
사퇴,,,
진짜,,,
이정,,,
구설수,,,
사퇴,,,
진짜,,,
뿐,,,
특혜,,,
오,,,
가당,,,
치,,,
마음,,,
소리,,,
난,,,
절대,,,
거짓말,,,
게,,,
누굴,,,
바보,,,
아,,,
겁,,,
대통령,,,
비,,,
집권,,,
여당,,,
모조리,,,
단두대,,,
이온,,,
정부,,,
박,,,
그네,,,
똥꼬,,,
그게,,,
네,,,
그릇,,,
푸하하하,,,
파리,,,
사퇴,,,
그냥,,,
제목,,,
보고,,,
만이,,,
거참,,,
사람,,,
살인,,,
은하,,,
뭐,,,
정도,,,
그게,,,
특혜,,,
대체,,,
뭐,,,
장난,,,
장년,,,
카,,,
악,,,
하자,,,
승마,,,
입학,,,
가능,,,
좀,,,
말좀,,,
리포트,,,
그것,,,
납득,,,
의혹,,,
전혀,,,
손바닥,,,
하늘,,,
도대체,,,
뭐,,,
특혜,,,
이,,,
정도,,,
출생,,,
비밀,,,
엑스맨,,,
하나,,,
사퇴,,,
일,,,
줄줄이,,,
깜빵가,,,
누구,,,
기생충,,,
아하,,,
정도,,,
특혜,,,
명,,,
것,,,
왜,,,
건가,,,
손바닥,,,
하늘,,,
얼굴,,,
욕심,,,
더덕더덕,,,
특혜,,,
뻔,,,
학교,,,
졸업생,,,
생각,,,
언제,,,
학교,,,
비리,,,
온상,,,
저런,,,
학교,,,
등록금,,,
총장,,,
사퇴,,,
동문,,,
재학생,,,
교수,,,
회,,,
사과,,,
저,,,
인간,,,
증거,,,
저,,,
양반,,,
눈,,,
안보,,,
특혜,,,
검찰,,,
수사,,,
알,,,
당신,,,
말,,,
어케,,,
무조건,,,
원래,,,
수법,,,
절대,,,
특혜,,,
꼼짝,,,
증거,,,
제시,,,
인정,,,
꼬리,,,
갑,,,
국민,,,
귀,,,
것,,,
저런,,,
식,,,
국민,,,
알,,,
개좃,,,
알,,,
저런,,,
발언,,,
서스럼없,,,
것,,,
분노,,,
금,,,
길이,,,
이,,,
분,,,
또,,,
열,,,
치면,,,
와르르,,,
말,,,
뭔가,,,
손바닥,,,
하늘,,,
국민,,,
특혜,,,
마디,,,
납득,,,
것,,,
생각,,,
하나요,,,
상식,,,
생각,,,
잘못,,,
된거,,,
이나,,,
거지,,,
이쯤,,,
참말,,,
말,,,
롤,,,
지성,,,
장,,,
곳,,,
권력,,,
개,,,
노릇,,,
나라,,,
뒤,,,
또,,,
다른,,,
거,,,
전,,,
얼른,,,
게,,,
낫,,,
다른,,,
사람,,,
혜택,,,
것,,,
보,,,
제발,,,
좀,,,
그냥,,,
이름,,,
좀,,,
더랍히,,,
수준,,,
총장,,,
신물,,,
저,,,
수준,,,
손바닥,,,
하늘,,,
말,,,
막걸리,,,
저,,,
특혜,,,
세상,,,
천지,,,
특혜,,,
란,,,
말,,,
존재,,,
뻔,,,
게,,,
부정,,,
이학,,,
더,,,
이상,,,
뭘,,,
가지,,,
부정,,,
입학,,,
특혜,,,
논,,,
넌,,,
그냥,,,
입다,,,
물,,,
경희,,,
넌,,,
국민,,,
너,,,
만일,,,
생각,,,
너,,,
이,,,
사람,,,
그게,,,
말타,,,
얼마나,,,
입학,,,
정말,,,
국민,,,
개,,,
돼지,,,
저걸,,,
말,,,
거짓말,,,
대박,,,
증거,,,
오픈,,,
설명,,,
횐,,,
는,,,
왜,,,
비공개,,,
누가,,,
특혜,,,
반어법,,,
팥,,,
메주,,,
손바닥,,,
하늘,,,
생각,,,
사퇴,,,
이화여대,,,
이미지,,,
타격,,,
최소,,,
궁리,,,
더,,,
처사,,,
앞뒤,,,
용,,,
진짜,,,
요즘,,,
입,,,
거짓말,,,
얼마나,,,
국민,,,
개,,,
돼지,,,
보이,,,
나머지,,,
대학생,,,
차별,,,
특혜,,,
레포트,,,
이상,,,
요구,,,
권리,,,
인간,,,
이입,,,
네티즌,,,
국민,,,
바보,,,
멍청이,,,
총장,,,
자리,,,
노력,,,
학점,,,
학생,,,
좀,,,
지그,,,
특혜,,,
건,,,
배움터,,,
뭐,,,
짓,,,
이화,,,
명성,,,
칠,,,
그것,,,
총장,,,
작자,,,
이건,,,
곧망,,,
정권,,,
앞,,,
무릎,,,
인간,,,
정권,,,
위엔,,,
국민,,,
미래,,,
손바닥,,,
하늘,,,
기하,,,
흙,,,
수저,,,
핑계,,,
노력,,,
노력,,,
맹신,,,
이,,,
긍정,,,
생각,,,
병,,,
병원,,,
치료,,,
몸안,,,
치유,,,
노력,,,
치유,,,
만능,,,
긍정,,,
생각,,,
수련,,,
몸안,,,
치유,,,
병,,,
의사,,,
신체,,,
인류,,,
위해,,,
인체,,,
연구,,,
부탁,,,
시즌,,,
부터,,,
방송,,,
올해,,,
시즌,,,
이,,,
엑스파일,,,
초자연적,,,
능력,,,
인물,,,
이,,,
실험,,,
정부,,,
비밀,,,
기관,,,
에피소드,,,
엑스파일,,,
실험,,,
의뢰,,,
교수,,,
금수,,,
자식,,,
라이,,,
학자,,,
변명,,,
사퇴,,,
맞춤법,,,
학점,,,
인정,,,
잡,,,
이제야,,,
사람,,,
유유상종,,,
저,,,
언론,,,
말,,,
언니,,,
얘기,,,
거,,,
고,,,
네,,,
망,,,
박근혜,,,
말,,,
전국,,,
학생,,,
겁,,,
저,,,
롤,,,
이유,,,
대체,,,
레알,,,
사람,,,
역사,,,
전통,,,
베리,,,
구나,,,
이제,,,
영화,,,
대사,,,
말,,,
따윈,,,
안,,,
누가,,,
특혜,,,
왜,,,
눈가,,,
리,,,
대한민국,,,
최고,,,
여자,,,
대학,,,
총장,,,
스스로,,,
똥,,,
특혜,,,
권력,,,
대한,,,
배려,,,
진짜,,,
욕,,,
세상,,,
말세,,,
총장,,,
방법,,,
최,,,
실,,,
딸,,,
짜르,,,
대통령,,,
문체부,,,
국,,,
과장,,,
처럼,,,
아주,,,
년,,,
소리,,,
짤리,,,
차라리,,,
박근혜,,,
임기,,,
동안,,,
실,,,
유라,,,
보호,,,
나중,,,
새누리당,,,
비례대표,,,
지금,,,
인정,,,
박근혜,,,
눈,,,
사회,,,
정치,,,
매장,,,
난,,,
총장,,,
이해,,,
진짜,,,
사람,,,
박근혜,,,
나,,,
측근,,,
건,,,
누가,,,
감히,,,
최,,,
실,,,
정유,,,
놈,,,
개,,,
누리,,,
정부,,,
입,,,
거짓말,,,
돈,,,
인맥,,,
아무나,,,
수,,,
대학생,,,
네,,,
투표,,,
비리,,,
새누리,,,
종북,,,
몰이,,,
물,,,
기,,,
이,,,
민주주의,,,
국가,,,
집권,,,
여당,,,
총장,,,
양심,,,
티끌,,,
이대,,,
동창회,,,
뭐,,,
친목,,,
도모,,,
말,,,
때,,,
말,,,
좀,,,
이대,,,
레포트,,,
수준,,,
정도,,,
비,,,
학점,,,
오마이갓,,,
뭔가,,,
총장,,,
진짜,,,
분통,,,
것,,,
전부,,,
아가리,,,
거짓말,,,
딩,,,
냄새,,,
닥처,,,
그냥,,,
사퇴,,,
퇴,,,
퇴,,,
퇴,,,
생,,,
무한,,,
응원,,,
격려,,,
홀로,,,
그대,,,
노력,,,
열정,,,
이화,,,
역사,,,
정의,,,
선배,,,
길이,,,
남,,,
것,,,
대한,,,
딸,,,
나,,,
말,,,
좀,,,
이대,,,
입학,,,
왜,,,
정부,,,
반구,,,
닥,,,
닥,,,
치,,,
고,,,
닭년,,,
어차피,,,
사태,,,
장하나,,,
일,,,
총장,,,
자기,,,
마지막,,,
발악,,,
대한민국,,,
돈,,,
권력,,,
뭐,,,
수,,,
것,,,
뭐,,,
왜,,,
난리,,,
나,,,
대학,,,
책,,,
끝,,,
쇠,,,
해,,,
그,,,
못,,,
얼굴,,,
어찌,,,
이대,,,
잡,,,
진짜,,,
질,,,
총장,,,
이,,,
무슨,,,
답변,,,
걸,,,
말,,,
초등학생,,,
생,,,
뿐,,,
졸업생,,,
가족,,,
똥물,,,
기분,,,
들것,,,
나경원,,,
장애우,,,
딸,,,
서민,,,
절대,,,
굴복,,,
도대체,,,
지금,,,
총장,,,
뭘,,,
학교,,,
리도,,,
금메달,,,
노스트라다무스,,,
오름,,,
메달,,,
전,,,
점수,,,
개인,,,
전만,,,
인정,,,
체전,,,
메달,,,
인정,,,
이,,,
부정,,,
코메,,,
디다,,,
손바닥,,,
하늘,,,
딸,,,
래미,,,
학교,,,
흠,,,
흠,,,
왜,,,
서울,,,
이해,,,
불가,,,
서울대,,,
주기,,,
사실,,,
우기,,,
대통령,,,
목,,,
떠버리,,,
당신,,,
권력,,,
그,,,
최유라,,,
학생,,,
학교,,,
뉴스,,,
이대,,,
학생,,,
라면,,,
누구,,,
빽밑,,,
그네,,,
구,,,
뭐,,,
학교,,,
칠,,,
정도껏해,,,
이대,,,
이제,,,
내리막,,,
길,,,
총장,,,
뇨자,,,
학교,,,
명의,,,
분통,,,
저런,,,
총장,,,
도대체,,,
재단,,,
뭐,,,
하나,,,
이대,,,
불명예,,,
퇴진,,,
대학,,,
낯,,,
전형,,,
교수,,,
교수,,,
절,,,
점수,,,
시스템,,,
관리,,,
무능,,,
그냥,,,
특혜,,,
말,,,
번,,,
말,,,
말,,,
좀,,,
제발,,,
걸,,,
왜,,,
왜,,,
이제,,,
젠,,,
그,,,
입좀,,,
국민,,,
개돼지,,,
시간,,,
지나,,,
한국,,,
어른,,,
건,,,
얼굴,,,
것,,,
부끄러움,,,
짐승,,,
닭,,,
오리발,,,
최고,,,
이대,,,
곳,,,
사람,,,
로,,,
대학,,,
바보,,,
총장,,,
학점,,,
이대,,,
경희,,,
가방,,,
뭐,,,
이,,,
제발,,,
얼굴,,,
저녁,,,
실,,,
협박,,,
논란,,,
가라,,,
최,,,
실,,,
천하,,,
년,,,
운동선수,,,
수업,,,
대충,,,
대충,,,
졸업,,,
것,,,
이대,,,
문제,,,
김연아,,,
박태환,,,
손연재,,,
등등,,,
수업,,,
졸업,,,
대학원,,,
진학,,,
증거,,,
계속,,,
저,,,
면상,,,
뻔,,,
과연,,,
닭,,,
대갈,,,
친구,,,
답,,,
거짓말,,,
할리,,,
최,,,
실,,,
딸,,,
다른,,,
여인,,,
딸,,,
건가,,,
말,,,
시나,,,
뱅뱅,,,
수시,,,
입학,,,
수능,,,
점수,,,
대학가,,,
진짜,,,
뻔,,,
그,,,
나중,,,
그,,,
죄,,,
달,,,
학교,,,
교육부,,,
장관,,,
문제,,,
나,,,
이뇬,,,
박근혜,,,
닭댜가리,,,
닭,,,
지금,,,
닭그네,,,
수발,,,
특혜,,,
특혜,,,
준,,,
생,,,
보통,,,
저,,,
입학,,,
저,,,
학점,,,
얘기,,,
구나,,,
인생,,,
저,,,
나이,,,
인상,,,
나이,,,
검버섯,,,
빰,,,
혈관종,,,
사기꾼,,,
얼굴,,,
특징,,,
총장,,,
이기전,,,
학자,,,
로써,,,
양심,,,
이,,,
후진국,,,
증거,,,
서울대,,,
대한민국,,,
학자,,,
양심,,,
돈,,,
우선,,,
특혜,,,
자수,,,
하나,,,
절대로,,,
나중,,,
떡,,,
고물,,,
학업,,,
매진,,,
학생,,,
이,,,
친일,,,
애비,,,
닭년,,,
때문,,,
리더,,,
얼마나,,,
가늠,,,
수,,,
알,,,
수,,,
곳,,,
대학,,,
이대,,,
손바닥,,,
하늘,,,
온,,,
국민,,,
그냥,,,
바보,,,
줄,,,
아시,,,
인간,,,
총장,,,
사학,,,
명문,,,
이대,,,
뭐,,,
가요,,,
혹시,,,
병,,,
사단,,,
그냥,,,
사퇴,,,
총장,,,
학생,,,
사퇴,,,
말,,,
왜,,,
고집,,,
우리,,,
총장,,,
총장,,,
이참,,,
미르,,,
대학,,,
하나,,,
설립,,,
최,,,
실,,,
이사장,,,
최경희,,,
총장,,,
정유,,,
학생,,,
문제,,,
재단,,,
기업,,,
스폰서,,,
똥,,,
진짜,,,
머리,,,
국민,,,
꼼수,,,
본인,,,
모름,,,
나,,,
이대,,,
여자,,,
남자,,,
로써,,,
존경,,,
이대,,,
물이,,,
어째서,,,
이,,,
나라,,,
지도자,,,
부끄러움,,,
것,,,
겸손,,,
아량,,,
지도자,,,
덕목,,,
것,,,
자식,,,
분,,,
증거,,,
증거,,,
학교,,,
하나,,,
꼭,,,
닭,,,
나,,,
이대,,,
여자,,,
흠,,,
똥물,,,
푹,,,
트렌드,,,
개,,,
똥,,,
더,,,
믿음,,,
직,,,
도대쳬,,,
놈,,,
정권,,,
거짓말,,,
아주,,,
단호,,,
부정,,,
염치,,,
부끄러움,,,
특징,,,
정치인,,,
지식인,,,
학자,,,
것,,,
추잡,,,
예전,,,
비난,,,
수,,,
다른,,,
사람,,,
체면,,,
의리,,,
미덕,,,
지금,,,
그냥,,,
개무시,,,
누구,,,
행세,,,
노태우,,,
회고록,,,
박정희,,,
가정교육,,,
대위,,,
경희,,,
경희,,,
위,,,
실,,,
실위,,,
유라,,,
유라,,,
위,,,
끝,,,
특혜,,,
지시,,,
말,,,
최,,,
실,,,
부하,,,
최,,,
총장,,,
최씨,,,
관계,,,
인과,,,
조사해,,,
최,,,
총장,,,
반드시,,,
최,,,
실과,,,
딸,,,
모두,,,
법,,,
죄,,,
증명,,,
예전,,,
돌,,,
뻔,,,
음,,,
이,,,
여자,,,
친,,,
듯,,,
이대,,,
이미지,,,
추락,,,
정말,,,
효,,,
정도껏해,,,
정말,,,
해도,,,
나라,,,
도덕성,,,
된거,,,
생,,,
화이팅,,,
실,,,
여대,,,
특혜,,,
허심,,,
탄회,,,
설명,,,
허심,,,
탄회,,,
허심,,,
탄회,,,
란,,,
그대로,,,
대화,,,
총장,,,
작자,,,
뜻,,,
막,,,
특혜,,,
본인,,,
왜,,,
감히,,,
거짓말,,,
해전,,,
부다,,,
사퇴,,,
이제,,,
인생,,,
꽃,,,
대학생,,,
모범,,,
판,,,
교수,,,
총장,,,
너희,,,
여태껏,,,
고생,,,
보람,,,
헛,,,
입학,,,
부정,,,
입학,,,
실,,,
여대,,,
총장,,,
삼류,,,
니,,,
실,,,
유라,,,
좀,,,
정유,,,
누구,,,
딸,,,
점점,,,
사회,,,
비정상,,,
정상,,,
주장,,,
사회,,,
게,,,
특혜,,,
앞,,,
특혜,,,
란말,,,
그냥,,,
막,,,
뭐,,,
최,,,
실,,,
아줌마,,,
집,,,
고,,,
실,,,
아줌마,,,
딸도,,,
집,,,
가라,,,
세상,,,
그,,,
정도,,,
특혜,,,
뜻,,,
사퇴,,,
조사해,,,
꼭,,,
관련,,,
모든,,,
인물,,,
죄,,,
물어,,,
벌,,,
도록,,,
부디,,,
사람,,,
살,,,
세상,,,
오기,,,
특혜,,,
푼,,,
임기,,,
때,,,
총장,,,
말로,,,
하늘,,,
알,,,
땅,,,
왜,,,
당신,,,
대체,,,
왜,,,
사퇴,,,
왜,,,
자퇴,,,
둘,,,
학교,,,
양심,,,
병,,,
말,,,
웬,,,
승마,,,
특기,,,
생,,,
건,,,
최경희,,,
당신,,,
말,,,
신뢰,,,
가식,,,
욕심,,,
욕망,,,
얼굴,,,
그대로,,,
대한민국,,,
자기,,,
것,,,
생각,,,
무리,,,
때문,,,
나라,,,
꼴,,,
점점,,,
견판,,,
총장,,,
사퇴,,,
문제,,,
궁극,,,
최,,,
실,,,
엄마,,,
합리,,,
요새,,,
뉴스,,,
살맛,,,
관상,,,
뻔,,,
깃,,,
상이,,,
보통사람,,,
얼굴,,,
소리,,,
걸,,,
동문회,,,
학생,,,
교수,,,
그,,,
자리,,,
그대로,,,
건,,,
정말,,,
등신,,,
인증,,,
이대,,,
개교,,,
이념,,,
생각,,,
정말,,,
충격,,,
언제,,,
쥐,,,
훅,,,
똥꼬,,,
글,,,
다가,,,
똥,,,
그냥,,,
특혜,,,
저,,,
레포트,,,
더,,,
문제,,,
총장,,,
속,,,
애,,,
나라,,,
이,,,
까치,,,
도,,,
데,,,
돈,,,
의원,,,
나리,,,
개그맨,,,
개쌍,,,
누리,,,
제발,,,
일,,,
좀,,,
걸,,,
학교,,,
총장,,,
학교,,,
총장,,,
개인,,,
학생,,,
사법부,,,
손,,,
본대,,,
사법부,,,
줄줄이,,,
총장,,,
끝,,,
교육부,,,
대학,,,
비리,,,
뇌물,,,
대한,,,
처벌,,,
규정,,,
이화여대,,,
한국,,,
최고,,,
여성,,,
지성,,,
상아탑,,,
곳,,,
일,,,
특례,,,
입학,,,
여학생,,,
누굴,,,
아빠,,,
쪽,,,
엄마,,,
쪽,,,
사람,,,
특혜,,,
또,,,
라이,,,
똥,,,
피하,,,
던,,,
총장,,,
감투,,,
발악,,,
대학생,,,
교수,,,
총장,,,
학교,,,
명예,,,
대학생,,,
학교,,,
명예,,,
대학생,,,
화이팅,,,
정의,,,
구현,,,
니,,,
자식,,,
자식,,,
학생,,,
도,,,
마찬가지,,,
애,,,
자식,,,
를,,,
뻔,,,
역대,,,
최악,,,
대통,,,
년,,,
역대,,,
최악,,,
총장,,,
메가톤,,,
어쩜,,,
저리,,,
뻔,,,
박,,,
그네,,,
이정현,,,
리가,,,
특혜,,,
교수,,,
존칭,,,
자,,,
냥,,,
웃겄다,,,
것,,,
정권,,,
기생충,,,
구역질,,,
캬악,,,
퉤,,,
절대,,,
것,,,
잘못,,,
인정,,,
지성인,,,
라면,,,
목,,,
뻣뻣,,,
곧,,,
나이,,,
저,,,
세상,,,
가지,,,
내,,,
자식,,,
내,,,
가문,,,
더,,,
기도,,,
나,,,
하나,,,
희생,,,
심정,,,
정,,,
씨,,,
가문,,,
집,,,
앞,,,
비석,,,
대못,,,
박아,,,
주자,,,
꼭,,,
정양,,,
이름,,,
가문,,,
니,,,
국민,,,
욕,,,
젠장,,,
술,,,
더,,,
열,,,
그냥,,,
능력,,,
학교,,,
하나,,,
자격,,,
한참,,,
미달,,,
딸,,,
구,,,
입학,,,
배,,,
식이,,,
정유,,,
리포트,,,
보고,,,
세간,,,
준,,,
특혜,,,
초등학생,,,
맞춤법,,,
요즘,,,
초등생,,,
학년,,,
조차,,,
명함,,,
실력,,,
데,,,
우기,,,
아,,,
그,,,
리포트,,,
초등생,,,
다음,,,
대선,,,
답,,,
박근혜,,,
저,,,
모자,,,
감옥,,,
날,,,
머,,,
사퇴,,,
부끄러움,,,
수치,,,
시정,,,
잡배,,,
무슨,,,
총장,,,
최경희,,,
최연희,,,
길,,,
또,,,
출마,,,
쥐,,,
총장,,,
빠큐,,,
명문,,,
대의,,,
지위,,,
총장,,,
답,,,
정말,,,
최,,,
실,,,
딸,,,
특혜,,,
최,,,
총장,,,
건가,,,
국민,,,
마음,,,
휘발유,,,
내일,,,
제반,,,
특혜,,,
최,,,
실의,,,
강압,,,
특혜,,,
말,,,
선조,,,
못,,,
여자,,,
인조,,,
속,,,
여자,,,
년놈,,,
이나라,,,
국민,,,
이란,,,
혜택,,,
특혜,,,
외압,,,
성교,,,
분,,,
얼굴,,,
점점,,,
퇴화,,,
얼마나,,,
짓,,,
나,,,
정신,,,
총장,,,
꼬락서니,,,
그네,,,
정유,,,
최,,,
실,,,
개,,,
충성,,,
대학,,,
박,,,
대통령,,,
콧구멍,,,
입,,,
생각,,,
말,,,
최,,,
실,,,
졸개,,,
입학,,,
특혜,,,
애기,,,
학점,,,
학점,,,
출석,,,
한번,,,
제적,,,
안당,,,
왜,,,
온통,,,
언론,,,
애기,,,
이제,,,
꼬리,,,
특혜,,,
입학,,,
대한민국,,,
제,,,
대통령,,,
최,,,
실,,,
각하,,,
이,,,
기사,,,
보시,,,
려고,,,
기자,,,
새끼,,,
똥글,,,
너,,,
남산,,,
지하,,,
코로,,,
설렁탕,,,
당신,,,
생각,,,
국민,,,
특혜,,,
부정,,,
생각,,,
개,,,
나물,,,
개밥,,,
부린다,,,
이화,,,
배꽃,,,
무니,,,
이제,,,
집,,,
막걸리,,,
승마,,,
도,,,
이대,,,
그냥,,,
잡,,,
말,,,
명마,,,
선하,,,
교수,,,
비롯,,,
최경희,,,
총장,,,
우리,,,
나라,,,
지식인,,,
우기,,,
거짓,,,
진리,,,
손바닥,,,
하늘,,,
깨달,,,
분,,,
미췬,,,
뇨,,,
자가,,,
나라,,,
엉망,,,
진,,,
창,,,
학,,,
교,,,
꼬,,,
지도,,,
개,,,
판,,,
직,,,
황제,,,
노역,,,
퀴,,,
죽,,,
때,,,
탄광,,,
일시,,,
안전,,,
장비,,,
지급,,,
얼,,,
릉,,,
래야,,,
나라,,,
꼬,,,
라지,,,
제대로,,,
뉴스,,,
북한,,,
얘기,,,
진짜,,,
저,,,
최태민,,,
후계,,,
최,,,
실,,,
교주,,,
소리,,,
답,,,
미리,,,
정,,,
하니,,,
씨,,,
알도,,,
안,,,
실,,,
여자,,,
최경희,,,
총장,,,
당신,,,
혀,,,
코끝,,,
한번,,,
다나,,,
꼬끼오,,,
저런,,,
총장,,,
욱기는년,,,
특혜,,,
특혜,,,
무엇,,,
특혜,,,
비상,,,
상식,,,
여자,,,
정말,,,
골,,,
뇌구조,,,
해부,,,
증거,,,
거,,,
참으로,,,
콩밥,,,
관상,,,
사퇴,,,
하라,,,
총장,,,
지성,,,
힘,,,
네,,,
이사장,,,
명예,,,
총장,,,
국민,,,
여러분,,,
이화,,,
개인,,,
소유,,,
수도,,,
이,,,
사회,,,
지지,,,
온,,,
이화,,,
추락,,,
둘,,,
수,,,
최,,,
총장,,,
명문,,,
이화,,,
총장,,,
자격,,,
이화,,,
제발,,,
명문,,,
사학,,,
칠,,,
뉘우침,,,
자가,,,
총장,,,
자리,,,
총장,,,
재임,,,
기간,,,
이화,,,
명성,,,
회복,,,
불가,,,
것,,,
뒤,,,
수습,,,
불가,,,
상태,,,
당장,,,
어려움,,,
시각,,,
미래,,,
보고,,,
판단,,,
세종대왕,,,
수준,,,
넹,,,
대학생,,,
자존심,,,
건,,,
싸움,,,
시작,,,
누가,,,
승자,,,
마무리,,,
늬집,,,
딸,,,
래미,,,
안,,,
남집,,,
딸,,,
래미,,,
무시,,,
라이,,,
학교,,,
정치,,,
판이,,,
학교,,,
돈벌이,,,
로만,,,
생각,,,
학생,,,
제목,,,
허심,,,
탄회,,,
구라,,,
목숨,,,
최,,,
실,,,
똥꼬,,,
닭,,,
근혜,,,
한턱,,,
하사,,,
보지,,,
저,,,
기준,,,
절대,,,
특혜,,,
해먹,,,
거,,,
도대체,,,
실,,,
정체,,,
뭐,,,
사람,,,
진짜,,,
로,,,
나,,,
해,,,
이제,,,
그동안,,,
대통령,,,
지지,,,
마음,,,
철회,,,
나,,,
하나,,,
마음,,,
대통령,,,
목숨,,,
비밀,,,
지시,,,
마당,,,
왜,,,
정말,,,
부끄러움,,,
뻔,,,
이대,,,
최경희,,,
총장,,,
정신차려라,,,
쌍판,,,
네,,,
특혜,,,
무슨,,,
개돼지,,,
주인,,,
구분,,,
뿐,,,
개돼지,,,
소린,,,
뿌욱,,,
무시,,,
손바닥,,,
해,,,
교육,,,
기관,,,
대학,,,
원칙,,,
이화여대,,,
동문,,,
얼굴,,,
을해,,,
학우,,,
학교,,,
뭐,,,
